Movie Name,Link,Released,Alternate Versions,Alternate Link,Duration,Sin Count,Writer 1,Writer 2,Writer 3,Writer 4,Writer 5
London Has Fallen ,https://youtu.be/A21VggLShuA,2019-08-20,,,17:36,157,Chris Atkinson,Aaron Dicer,,,
Alita: Battle Angel ,https://youtu.be/9yjIwj0H13g,2019-08-22,,,18:08,150,Jeremy Scott,Barrett Share,Deneé Hughes,,
The Dark Crystal,https://youtu.be/gXtOhz-xajQ,2019-08-27,,,16:50,109,Chris Atkinson,Jeremy Scott,,,
The Curse of La Llorona,https://youtu.be/x2bjxZzCRck,2019-08-29,,,17:13,204,Chris Atkinson,Jonathan Watkins,,,
It (1990) Part 1,https://youtu.be/kK4cq0gxXQM,2019-09-03,,,15:59,132,Barrett Share,Aaron Dicer,Jonathan Watkins,,
Shrek Forever After,https://youtu.be/IrM2Nb4ivB0,2019-09-10,,,16:06,621,Chris Atkinson,Jeremy Scott,,,
G.I. Joe: The Rise of Cobra ,https://youtu.be/4Yd9bE7k8NI,2019-09-17,,,18:17,156,Barrett Share,Jonathan Watkins,,,
Missing Link ,https://youtu.be/Zsf9yYLA_W4,2019-09-24,,,16:25,95,Chris Atkinson,Aaron Dicer,,,
First Blood ,https://youtu.be/zn1yxs1c8L0,2019-09-26,,,13:57,87,Barrett Share,jonathan Watkins,,,
Batman: Hush ,https://youtu.be/0-WcJS3qTSs,2019-10-01,,,18:44,112,Chris Atkinson,Jeremy Scott,,,
Godzilla: King of the Monsters ,https://youtu.be/0TVSPT_n_xk,2019-10-03,,,23:38,231,Chris Atkinson,Barrett Share,,,
The Addams Family (1991),https://youtu.be/wMt_kz2K4Yo,2019-10-08,,,17:24,134,Chris Atkinson,Deneé Hughes,,,
Pet Sematary (2019),https://youtu.be/ktDH4MG3dtA,2019-10-10,,,14:38,92,Barrett Share,Jonathan Watkins,,,
Zombieland,https://youtu.be/I0v2cYyh2dk,2019-10-15,,,17:22,103,Jeremy Scott,Barrett Share,,,
Brightburn,https://youtu.be/5X9Z5ttP10E,2019-10-17,,,13:46,127,Jeremy Scott,Aaron Dicer,,,
Dark Phoenix,https://youtu.be/fo6MBMkQ8s0,2019-10-22,,,20:29,123,Jeremy Scott,Deneé Hughes,,,
Us,https://youtu.be/SJSOI_eRFRE,2019-10-24,,,14:07,69,Barrett Share,Aaron Dicer,,,
Pokemon Detective Pikachu,https://youtu.be/q_NQs_GLa_U,2019-10-29,,,18:11,122,Chris Atkinson,Deneé Hughes,,,
Hocus Pocus,https://youtu.be/MvJRNSmk_sY,2019-10-31,,,20:00,125,Chris Atkinson,Barrett Share,,,
The Shining,https://youtu.be/HqzxtaTAfm4,2019-11-05,,,18:59,76,Chris Atkinson,Barrett Share,,,
Elf,https://youtu.be/Y5lhuVFr5bw,2019-11-07,,,19:14,95,Jeremy Scott,Barrett Share,,,
Charlie's Angels (2000),https://youtu.be/qSA14y_m7nY,2019-11-12,,,15:35,107,Barrett Share,Deneé Hughes,,,
John Wick 3: Parabellum,https://youtu.be/uH074Dv1cPE,2019-11-14,,,15:55,88,Chris Atkinson,Jeremy Scott,,,
Aladdin (2019),https://youtu.be/CTkiX7wuhOk,2019-11-19,,,16:26,102,Jeremy Scott,Aaron Dicer,,,
Planet Hulk,https://youtu.be/Wi5i9wVAovE,2019-11-22,,,15:41,95,Chris Atkinson,Jonathan Watkins,,,
A Christmas Carol,https://youtu.be/V87YhBRIBOQ,2019-11-26,,,13:01,85,Barrett Share,Jonathan Watkins,,,
Avengers: Endgame,https://youtu.be/Q69xwIb47HI,2019-11-28,,,24:22,104,Chris Atkinson,Barrett Share,,,
Toy Story 4,https://youtu.be/jAZ6eLhd0U4,2019-12-03,,,16:24,88,Aaron Dicer,Deneé Hughes,,,
Men in Black: International,https://youtu.be/Wq5VmA6x3d0,2019-12-05,,,17:44,208,Chris Atkinson,Deneé Hughes,,,
The Lion King (2019),https://youtu.be/m-MIiC94STA,2019-12-10,,,20:35,110,Chris Atkinson,Jeremy Scott,,,
National Lampoon's Christmas Vacation,https://youtu.be/kBXlwM8AnME,2019-12-12,,,15:58,95,Barrett Share,Jonathan Watkins,,,
Spider-Man: Far From Home,https://youtu.be/OQYyhDAVwbA,2019-12-17,,,19:42,119,Jeremy Scott,Jonathan Watkins,,,
You've Got Mail,https://youtu.be/5T7B1eNeXpI,2019-12-19,,,17:25,99,Chris Atkinson,Deneé Hughes,,,
The Muppets Christmas Carol,https://youtu.be/xeiJfP6e-zk,2019-12-24,,,18:23,89,Jeremy Scott,Barrett Share,,,
It's A Wonderful Life,https://youtu.be/4pEppxr6pN4,2019-12-26,,,21:06,111,Chris Atkinson,Aaron Dicer,,,
The Grudge (2004),https://youtu.be/BJzYzIFBeQ4,2019-12-31,,,16:09,112,Chris Atkinson,Jonathan Watkins,,,
It: Chapter Two,https://youtu.be/D3EEDi9Cl5g,2020-01-02,,,23:48,163,Chris Atkinson,Barrett Share,,,
Annihilation,https://youtu.be/FHY9RHIYDvw,2020-01-07,,,13:38,87,Jeremy Scott,Aaron Dicer,,,
Hellboy (2019),https://youtu.be/qV650HbH3co,2020-01-09,,,21:57,157,Chris Atkinson,Jonathan Watkins,,,
Bad Boys II,https://youtu.be/yeX87vhI_kg,2020-01-14,,,17:18,192,Jeremy Scott,Barrett Share,,,
Dr. Dolittle,https://youtu.be/S-8uJoV5mVQ,2020-01-16,,,18:57,124,Jeremy Scott,Barrett Share,,,
Fast & Furious Presents: Hobbs & Shaw,https://youtu.be/1gElet5V6jQ,2020-01-21,,,19:04,230,Chris Atkinson,Jonathan Watkins,,,
The Secret Life of Pets 2,https://youtu.be/Tv9RVZrjZjk,2020-01-23,,,17:08,174,Barrett Share,Jonathan Watkins,,,
Scary Stories to Tell in the Dark,https://youtu.be/Pn2N49JUzUg,2020-01-28,,,17:33,108,Barrett Share,Jonathan Watkins,,,
Joker,https://youtu.be/GMpA-WBMEiI,2020-01-30,,,19:37,123,Chris Atkinson,Jeremy Scott,,,
The Departed,https://youtu.be/c2qpAsYPkb0,2020-02-04,,,20:53,143,Chris Atkinson,Jeremy Scott,,,
The Silence of the Lambs,https://youtu.be/J2fIQ0PrSJw,2020-02-06,,,19:48,88,Chris Atkinson,Barrett Share,,,
Maleficent: Mistress of Evil,https://youtu.be/Cb1-_n5m2ZA,2020-02-11,,,15:11,113,Jeremy Scott,Aaron Dicer,,,
Once Upon a Time in Hollywood,https://youtu.be/bZ8_DUBwOg4,2020-02-13,,,20:11,204,Chris Atkinson,Barrett Share,,,
The Boy,https://youtu.be/KcQXsdnyJsE,2020-02-18,,,16:39,123,Chris Atkinson,Jonathan Watkins,,,
The Addams Family (2019),https://youtu.be/teiDDNODcqg,2020-02-20,,,16:36,102,Barrett Share,Deneé Hughes,,,
Terminator: Dark Fate,https://youtu.be/E5TQvvwzyMk,2020-02-25,,,18:39,124,Jeremy Scott,Chris Atkinson,,,
Zombieland: Double Tap,https://youtu.be/LEy8PVvdVVA,2020-02-27,,,17:52,105,Barrett Share,Jonathan Watkins,,,
Midsommar,https://youtu.be/j-Cja8KloO8,2020-03-03,,,17:06,87,Barrett Share,Aaron Dicer,,,
Constantine,https://youtu.be/bqTE0kirkzI,2020-03-05,,,17:00,104,Chris Atkinson,Barrett Share,,,
Game Night,https://www.patreon.com/posts/34677127,2020-03-10,,,15:56,95,Jeremy Scott,Barrett Share,,,
Teen Titans Go! To The Movies,https://youtu.be/_AI4LfGpeZw,2020-03-10,,,17:04,175,Chris Atkinson,Jonathan Watkins,,,
Frozen 2,https://youtu.be/rXv5jYBuvyY,2020-03-12,,,18:41,109,Chris Atkinson,Deneé Hughes,,,
Pokémon: The First Movie,https://www.patreon.com/posts/everything-wrong-28420400,2020-03-13,,,13:14,149,Barrett Share,Aaron Dicer,,,
Love Actually,https://www.patreon.com/posts/everything-wrong-34679238,2020-03-14,,,20:58,149,Barrett Share,Deneé Hughes,,,
Doctor Sleep,https://youtu.be/mzo711YyGAI,2020-03-17,,,20:34,131,Barrett Share,Jonathan Watkins,,,
Gemini Man,https://youtu.be/Ld9_KyyvEvY,2020-03-19,,,16:10,107,Jeremy Scott,Aaron Dicer,,,
Knives Out,https://youtu.be/1q3DxyrKrPg,2020-03-24,,,18:38,67,Chris Atkinson,Aaron Dicer,,,
Mulan (1998),https://youtu.be/89oqsPSfrYM,2020-03-26,,,15:02,115,Jeremy Scott,Deneé Hughes,,,
Date Night,https://youtu.be/1SGs3pNIWXo,2020-03-31,,,17:30,97,Barrett Share,Jonathan Watkins,,,
The Avengers (1998),https://youtu.be/dHazLPPSUvA,2020-04-01,,,16:17,92,Chris Atkinson,Jeremy Scott,Barrett Share,Aaron Dicer,Jonathan Watkins
Teenage Mutant Ninja Turtles III,https://youtu.be/iAKDs7pSYmw,2020-04-02,,,20:53,14520,Chris Atkinson,Barrett Share,,,
Cloudy With A Chance of Meatballs,https://youtu.be/Za0wYuJYKg0,2020-04-07,,,13:10,126,Jeremy Scott,Aaron Dicer,,,
Scott Pilgrim vs The World,https://youtu.be/7OGAqaf0kZg,2020-04-09,,,20:19,90,Chris Atkinson,Barrett Share,,,
The Iron Giant,https://youtu.be/69ZJ51lKxPo,2020-04-14,,,14:45,85,Jeremy Scott,Barrett Share,,,
Downton Abbey,https://youtu.be/6YQIXquZXIU,2020-04-16,,,17:10,100,Aaron Dicer,Deneé Hughes,,,
Jumanji: The Next Level ,https://youtu.be/cfMNgNsbkqA,2020-04-21,,,17:08,111,Barrett Share,Jonathan Watkins,,,
Night at the Museum ,https://youtu.be/8yqlpzWexdc,2020-04-23,,,18:37,109,Chris Atkinson,Jonathan Watkins,,,
Star Wars Episode IX: The Rise of Skywalker,https://youtu.be/jy02rZz7NYI,2020-04-28,,,23:33,271,Chris Atkinson,Jeremy Scott,,,
Catwoman,https://youtu.be/c1gAWY2_4aY,2020-04-30,,,21:33,100163,Chris Atkinson,Aaron Dicer,,,
Lemony Snicket's A Series of Unfortunate Events,https://youtu.be/OPDRQnKBcpA,2020-05-05,,,15:19,149,Jeremy Scott,Deneé Hughes,,,
Halloween (2018) ,https://youtu.be/GJwobIXlpHM,2020-05-07,,,19:36,101,Chris Atkinson,Jonathan Watkins,,,
28 Days Later ,https://youtu.be/Abo8NUqRJk8,2020-05-12,,,14:10,78,Barrett Share,Jonathan Watkins,,,
Bad Boys For Life ,https://youtu.be/mpFNZnI2cFs,2020-05-14,,,23:47,137,Jeremy Scott,Barrett Share,,,
Scooby-Doo 2: Monsters Unleashed,https://youtu.be/STM4w4gnkc8,2020-05-19,,,22:11,254,Chris Atkinson,Jonathan Watkins,,,
Spies in Disguise ,https://youtu.be/fPi0lnP_u_s,2020-05-21,,,17:42,1476,Chris Atkinson,Jonathan Watkins,,,
Birds of Prey,https://youtu.be/biaPR5C7SsU,2020-05-26,,,17:46,126,Chris Atkinson,Aaron Dicer,,,
Rush Hour ,https://youtu.be/VG3oCbtwhGQ,2020-05-28,,,15:48,131,Jeremy Scott,Barrett Share,,,
Bloodshot ,https://youtu.be/3VkZb6MrxHk,2020-06-02,,,18:14,121,Jeremy Scott,Jonathan Watkins,,,
The BFG ,https://youtu.be/VfUH-cGHMS8,2020-06-04,,,16:51,127,Chris Atkinson,Aaron Dicer,,,
Back To The Future Part III,https://youtu.be/CjTEwuWJI80,2020-06-09,,,19:17,200,Chris Atkinson,Jonathan Watkins,,,
Serenity,https://youtu.be/PKqd7Y6I0o0,2020-06-11,,,16:36,109,Jeremy Scott,Jonathan Watkins,,,
Sonic the Hedgehog,https://youtu.be/6ustw7OTMBY,2020-06-16,,,22:39,173,Barrett Share,Deneé Hughes,,,
Uncut Gems,https://youtu.be/LwAPQShQ8UQ,2020-06-18,,,21:25,99,Chris Atkinson,Barrett Share,,,
Onward ,https://youtu.be/9LIfKrcAtrY,2020-06-23,,,16:05,103,Jeremy Scott,Aaron Dicer,,,
Angel Has Fallen,https://youtu.be/oIzmKW2E5WE,2020-06-25,,,16:43,121,Chris Atkinson,Jonathan Watkins,,,
The Call of the Wild,https://youtu.be/nXefsaX-NZk,2020-06-30,,,13:59,135,Jeremy Scott,Barrett Share,,,
The Hangover ,https://youtu.be/pkkyj1zc-JQ,2020-07-02,,,20:58,131,Chris Atkinson,Barrett Share,,,
The Shawshank Redemption ,https://youtu.be/BzwDuOhFlOY,2020-07-07,,,21:01,85,Chris Atkinson,Jeremy Scott,,,
Alien 3 ,https://youtu.be/RM5qw9a2VuE,2020-07-09,,,18:25,114,Barrett Share,Jonathan Watkins,,,
Extraction ,https://youtu.be/49g2CQfTRH8,2020-07-14,,,15:27,136,Barrett Share,Aaron Dicer,,,
Robots ,https://youtu.be/F55RxgVnHd8,2020-07-16,,,13:33,109,Jeremy Scott,Deneé Hughes,,,
The Princess Bride,https://youtu.be/Vkhwhxj4RDE,2020-07-21,,,15:56,92,Jeremy Scott,Aaron Dicer,,,
The Invisible Man ,https://youtu.be/q1_ZOXea_Mw,2020-07-23,,,14:49,73,Chris Atkinson,Jonathan Watkins,,,
Overlord,https://www.patreon.com/posts/bonus-video-with-39781531,2020-07-27,,,16:22,211,Chris Atkinson,,,,
Jonah Hex ,https://youtu.be/GAsutATvzbQ,2020-07-28,,,15:02,119,Jeremy Scott,Jonathan Watkins,,,
Just Go With It ,https://youtu.be/vp2Tqp0FUuk,2020-07-30,,,20:30,211,Barrett Share,Deneé Hughes,,,
Cabin Fever ,https://youtu.be/EwAIxpOH2ds,2020-08-04,,,18:23,115,Chris Atkinson,Jonathan Watkins,,,
The Fugitive ,https://youtu.be/GKOhem2DiFg,2020-08-06,,,21:48,111,Chris Atkinson,Barrett Share,,,
Hustlers ,https://youtu.be/65dVQk7qQ50,2020-08-11,,,14:35,966,Aaron Dicer,Deneé Hughes,,,
Live Free or Die Hard,https://youtu.be/VtMkmNFTypw,2020-08-13,,,17:46,142,Barrett Share,Jonathan Watkins,,,
Scoob! ,https://youtu.be/V12WJ703B_Y,2020-08-18,,,20:22,122,Chris Atkinson,Deneé Hughes,,,
The Hitman's Bodyguard ,https://youtu.be/SoCd_cwbCJg,2020-08-20,,,18:40,110,Chris Atkinson,Aaron Dicer,,,
Fantasy Island ,https://youtu.be/WEHlITb9Hzc,2020-08-25,,,20:33,115,Chris Atkinson,Jonathan Watkins,,,
Big ,https://youtu.be/v0BdnZ88HCc,2020-08-27,,,18:45,111,Chris Atkinson,Barrett Share,,,
Batman vs Teenage Mutant Ninja Turtles,https://youtu.be/Se98aIIGMag,2020-09-01,,,17:32,105,Aaron Dicer,Jonathan Watkins,,,
Murder Mystery ,https://youtu.be/53lARDvFNKg,2020-09-03,,,16:28,103,Barrett Share,Jonathan Watkins,,,
Rio 2 ,https://youtu.be/xKVwY5kEtMA,2020-09-08,,,17:48,112,Barrett Share,Jonathan Watkins,,,
Enemy of the State ,https://youtu.be/380DWbO4hg0,2020-09-10,,,21:11,120,Chris Atkinson,Jeremy Scott,,,
Ice Age: The Meltdown ,https://youtu.be/QH299UOKIIk,2020-09-15,,,18:27,123,Chris Atkinson,Aaron Dicer,,,
Chicken Little ,https://youtu.be/ZCmPMkUdVBM,2020-09-17,,,18:16,113,Barrett Share,Deneé Hughes,,,
The Book of Eli ,https://youtu.be/kV0jW1yHTcQ,2020-09-22,,,15:06,119,Jeremy Scott,Aaron Dicer,,,
Annabelle Comes Home ,https://youtu.be/uZEBGEuKXTE,2020-09-24,,,19:06,139,Chris Atkinson,Jonathan Watkins,,,
Bill & Ted’s Excellent Adventure,https://www.patreon.com/posts/bonus-video-with-41953146,2020-09-28,,,18:59,116,Chris Atkinson,Barrett Share,,,
Hercules ,https://youtu.be/s6Tt9WsbyYY,2020-09-29,,,17:49,113,Jeremy Scott,Barrett Share,,,
Jennifer's Body ,https://youtu.be/bNHjgJy8Ffk,2020-10-01,,,19:30,151,Barrett Share,Deneé Hughes,,,
Corpse Bride ,https://youtu.be/Y7yFPMw3Ov4,2020-10-06,,,15:26,109,Jeremy Scott,Jonathan Watkins,,,
Ad Astra ,https://youtu.be/SUT_3-C6ABs,2020-10-08,,,14:56,103,Jeremy Scott,Aaron Dicer,,,
Candyman (1992),https://youtu.be/majaQzURQgA,2020-10-13,,,20:22,99,Chris Atkinson,Jonathan Watkins,,,
Air Force One ,https://youtu.be/vGUoZOQHT2s,2020-10-15,,,16:05,106,Jeremy Scott,Barrett Share,,,
Saw V ,https://youtu.be/QOlapivQSlA,2020-10-20,,,21:46,118,Chris Atkinson,Jonathan Watkins,,,
Trolls 2: World Tour ,https://youtu.be/1ARKQXFilvQ,2020-10-22,,,16:14,106,Barrett Share,Aaron Dicer,,,
Coraline ,https://youtu.be/SwfwejLFk8U,2020-10-27,,,17:47,103,Barrett Share,Aaron Dicer,,,
Bram Stoker's Dracula ,https://youtu.be/ua8znprkNmo,2020-10-29,,,18:46,181,Chris Atkinson,Barrett Share,,,
Abraham Lincoln: Vampire Hunter,https://youtu.be/S14TIyB1GFo,2020-11-03,,,20:13,168,Chris Atkinson,Aaron Dicer,,,
Lethal Weapon ,https://youtu.be/aEguaXrhiQA,2020-11-05,,,17:01,124,Barrett Share,Jonathan Watkins,,,
The Polar Express ,https://youtu.be/UW765quigS8,2020-11-10,,,12:29,116,Jeremy Scott,Aaron Dicer,,,
Crank ,https://youtu.be/DOdKBRqHo8s,2020-11-12,,,15:54,128,Chris Atkinson,Barrett Share,,,
The Simpsons Movie ,https://youtu.be/c4EPlKIY3HY,2020-11-17,,,16:34,120,Jeremy Scott,Chris Atkinson,,,
Puss in Boots ,https://youtu.be/AdpO8tIpdkw,2020-11-19,,,16:38,159,Chris Atkinson,Aaron Dicer,,,
Ted,https://www.patreon.com/posts/november-bonus-44221988,2020-11-23,,,19:36,138,Chris Atkinson,Deneé Hughes,,,
The Croods ,https://youtu.be/8WRL9c9QyoU,2020-11-24,,,15:04,104,Barrett Share,Aaron Dicer,,,
Animal Crackers ,https://youtu.be/9kM6jSgbfLk,2020-11-26,,,17:28,110,Jeremy Scott,Chris Atkinson,,,
Over the Hedge ,https://youtu.be/o8Wg7BB4Coo,2020-12-01,,,17:47,151,Chris Atkinson,Deneé Hughes,,,
Speed,https://youtu.be/o15BNGXBCcY,2020-12-03,,,20:12,2638,Chris Atkinson,Jeremy Scott,,,
Dolittle ,https://youtu.be/HT38-vz2Jhw,2020-12-08,,,17:56,117,Chris Atkinson,Jonathan Watkins,,,
Ocean's Twelve ,https://youtu.be/n6v-pmeBzEQ,2020-12-10,,,20:45,110,Chris Atkinson,Barrett Share,,,
Cats,https://youtu.be/b2mAMRq6ENM,2020-12-15,,,19:04,159,Jeremy Scott,Barrett Share,,,
Jingle All the Way ,https://youtu.be/SBEXjv9EWBA,2020-12-17,,,15:06,188,Barrett Share,Jonathan Watkins,,,
Raiders of the Lost Ark ,https://youtu.be/SCZ_FPBDl0g,2020-12-22,,,17:09,100,Chris Atkinson,Jeremy Scott,,,
The Grinch ,https://youtu.be/7J596LN4z3k,2020-12-24,,,19:05,174,Chris Atkinson,Deneé Hughes,,,
The New Mutants ,https://youtu.be/0i_7idMl0So,2020-12-29,,,14:07,106,Jeremy Scott,Jonathan Watkins,,,
The Old Guard ,https://youtu.be/abKH2z1COK8,2020-12-31,,,16:02,107,Aaron Dicer,Jonathan Watkins,,,
Mulan (2020) ,https://youtu.be/4No-6Jhcfw0,2021-01-05,,,20:38,125,Chris Atkinson,Deneé Hughes,,,
Horrible Bosses ,https://youtu.be/qs7Dc2gz-pU,2021-01-07,,,18:21,106,Chris Atkinson,Jeremy Scott,,,
Where the Wild Things Are ,https://youtu.be/looQTN5Q6WQ,2021-01-12,,,16:33,109,Barrett Share,Aaron Dicer,,,
Mr. and Mrs. Smith ,https://youtu.be/vWm6tQ3-2fo,2021-01-14,,,20:04,122,Jeremy Scott,Barrett Share,,,
Happy Feet Two,https://youtu.be/wO2ig96kn04,2021-01-19,,,18:18,106,Barrett Share,Aaron Dicer,,,
Batman: Assault on Arkham ,https://youtu.be/UpzXWxeZE3k,2021-01-21,,,18:10,119,Chris Atkinson,Jonathan Watkins,,,
Starship Troopers ,https://youtu.be/uReeBeHlQk4,2021-01-26,,,21:54,168,Chris Atkinson,Barrett Share,,,
Ready or Not ,https://youtu.be/9vxVJJOtnIE,2021-01-28,,,15:26,110,Jeremy Scott,Jonathan Watkins,,,
Groundhog Day ,https://youtu.be/XQ_1WAKRTwE,2021-02-02,,,19:56,104,Chris Atkinson,Barrett Share,,,
The Hunchback of Notre Dame ,https://youtu.be/z7oHoQ7xa-g,2021-02-04,,,16:13,120,Jeremy Scott,Aaron Dicer,,,
500 Days of Summer ,https://youtu.be/F9fiO-lzU1Q,2021-02-09,,,18:08,120,Jeremy Scott,Chris Atkinson,,,
The Phantom of the Opera ,https://youtu.be/l4D1SYbdmPs,2021-02-11,,,19:24,762,Barrett Share,Deneé Hughes,,,
Friday ,https://youtu.be/_6Afl1WZgzc,2021-02-16,,,18:26,112,Barrett Share,Jonathan Watkins,,,
Tenet ,https://youtu.be/tNH_jMXkq0I,2021-02-18,,,24:31,71,Chris Atkinson,Aaron Dicer,,,
Donnie Darko ,https://youtu.be/7kG7UVcvKao,2021-02-23,,,16:23,102,Jeremy Scott,Barrett Share,,,
Snakes On A Plane ,https://youtu.be/q096V2cyXn4,2021-02-25,,,19:46,100135,Chris Atkinson,Jonathan Watkins,,,
Coming to America ,https://youtu.be/dE_Hv10pw9w,2021-03-02,,,17:10,97,Chris Atkinson,Jonathan Watkins,,,
The League of Extraordinary Gentlemen ,https://youtu.be/djqcI7N6eWI,2021-03-04,,,15:13,116,Jeremy Scott,Jonathan Watkins,,,
Last Action Hero ,https://youtu.be/5PzP-9moA1c,2021-03-09,,,19:18,122,Chris Atkinson,Jeremy Scott,,,
Superman 3 ,https://youtu.be/Vv5-lSBUGVc,2021-03-11,,,20:37,236,Chris Atkinson,Jonathan Watkins,,,
Office Space ,https://youtu.be/LBwbHcbDiKA,2021-03-16,,,21:35,110,Chris Atkinson,Barrett Share,,,
Deja Vu ,https://youtu.be/j55lEzmzbX0,2021-03-18,,,17:31,106,Jeremy Scott,Aaron Dicer,,,
Bad Times at the El Royale,https://www.patreon.com/posts/bonus-video-1-at-48955181,2021-03-22,,,15:44,107,Jeremy Scott,Aaron Dicer,,,
Legend of the Guardians: The Owls of Ga'Hoole ,https://youtu.be/f5tmmkNCcdc,2021-03-23,,,17:09,135,Barrett Share,Deneé Hughes,,,
Dark City,https://www.patreon.com/posts/bonus-video-2-48956232,2021-03-24,,,18:19,108,Chris Atkinson,Aaron Dicer,,,
Galaxy Quest ,https://youtu.be/hP0Wy_Vxihc,2021-03-25,,,18:45,116,Jeremy Scott,Jonathan Watkins,,,
The Devil’s Advocate,https://www.patreon.com/posts/bonus-video-3-48964343,2021-03-26,,,23:00,121,Barrett Share,Jonathan Watkins,,,
Napoleon Dynamite ,https://youtu.be/265S02HGuck,2021-03-30,,,15:27,111,Barrett Share,Deneé Hughes,,,
The Mighty Ducks,https://youtu.be/N5naJsBe_UI,2021-04-01,,,20:30,158,Jeremy Scott,Chris Atkinson,,,
Prince of Persia ,https://youtu.be/QZqL7ImQ4vg,2021-04-06,,,19:54,175,Chris Atkinson,Deneé Hughes,,,
Enchanted ,https://youtu.be/pGjcfwNgAqY,2021-04-08,,,16:10,189,Jeremy Scott,Aaron Dicer,,,
Speed Racer ,https://youtu.be/QFKyq_QkOfs,2021-04-13,,,20:02,126,Chris Atkinson,Barrett Share,,,
Alien vs. Predator ,https://youtu.be/VZkfG5ZPyGQ,2021-04-15,,,20:14,130,Chris Atkinson,Jonathan Watkins,,,
Harold and Kumar Go to White Castle ,https://youtu.be/uJT-A9IhmiA,2021-04-20,,,16:42,139,Jeremy Scott,Barrett Share,,,
Soul ,https://youtu.be/zk4lvi_AEYM,2021-04-22,,,19:28,128,Chris Atkinson,Aaron Dicer,Ian Whittington,Daniel Cardoso,
Wonder Woman 1984 ,https://youtu.be/vES7KOUeIGQ,2021-04-27,,,24:17,143,Chris Atkinson,Deneé Hughes,Ian Whittington,Daniel Cardoso,
Jerry Maguire ,https://youtu.be/ccxfFR-vFQQ,2021-04-29,,,17:58,119,Barrett Share,Jonathan Watkins,,,
Resident Evil: Afterlife ,https://youtu.be/75Y3RBxkpJg,2021-05-04,,,18:26,126,Chris Atkinson,Jonathan Watkins,,,
A Scanner Darkly ,https://youtu.be/zsZ7AKEDENM,2021-05-06,,,17:00,148,Barrett Share,Aaron Dicer,,,
Saw VI ,https://youtu.be/buQtzJ5hqrY,2021-05-11,,,21:51,131,Chris Atkinson,Jonathan Watkins,,,
10 Things I Hate About You ,https://youtu.be/IbLHIOHZiLw,2021-05-13,,,16:39,102,Jeremy Scott,Barrett Share,,,
Isle of Dogs ,https://youtu.be/zX7Lkth-FpQ,2021-05-18,,,15:12,112,Barrett Share,Jonathan Watkins,,,
The Chronicles of Narnia: Prince Caspian ,https://youtu.be/aaJgIQMJ6nQ,2021-05-20,,,17:51,123,Jeremy Scott,Aaron Dicer,,,
101 Dalmatians ,https://youtu.be/jchanGwQ7l8,2021-05-25,,,16:15,111,Barrett Share,Deneé Hughes,,,
Buffy the Vampire Slayer ,https://youtu.be/Zyg2S8wc2us,2021-05-27,,,21:16,141,Chris Atkinson,Jeremy Scott,,,
The Exorcism of Emily Rose ,https://youtu.be/k6zo7vOpJ3c,2021-06-01,,,21:37,114,Chris Atkinson,Jonathan Watkins,,,
Brother Bear ,https://youtu.be/U5WPOIucJa0,2021-06-03,,,17:06,119,Jeremy Scott,Aaron Dicer,,,
Heavy Metal ,https://youtu.be/QWf7CQL1vVs,2021-06-08,,,19:53,125,Chris Atkinson,Barrett Share,,,
Judge Dredd ,https://youtu.be/P8WLp67uH7k,2021-06-10,,,18:31,2465,Jeremy Scott,Jonathan Watkins,,,
Happy Gilmore,https://youtu.be/U2e3Hwk9EWw,2021-06-15,,,19:25,137,Chris Atkinson,Jeremy Scott,,,
The Angry Birds Movie 2 ,https://youtu.be/bJrCM0g6vn8,2021-06-17,,,19:52,135,Jeremy Scott,Barrett Share,,,
Night at the Museum: Battle of the Smithsonian,https://youtu.be/YUa-0Mwj01c,2021-06-22,,,19:12,148,Barrett Share,Jonathan Watkins,,,
Raya and the Last Dragon ,https://youtu.be/anSeRP_NB34,2021-06-24,,,20:52,137,Aaron Dicer,Deneé Hughes,,,
Godzilla vs Kong,https://youtu.be/oAMyAj_xGes,2021-06-29,,,21:40,5000372,Chris Atkinson,Jeremy Scott,,,
Epic ,https://youtu.be/7KAaYUawHoI,2021-07-01,,,17:25,113,Barrett Share,Deneé Hughes,,,
Willy Wonka & The Chocolate Factory (1971) ,https://youtu.be/zinU_PaHY1o,2021-07-06,,,21:10,149,Barrett Share,Jonathan Watkins,,,
Cloud Atlas ,https://youtu.be/Dcj0dlqz324,2021-07-08,,,24:48,235,Jeremy Scott,Ian Whittington,,,
Space Jam ,https://youtu.be/fDWJMe4O8as,2021-07-13,,,24:44,224,Chris Atkinson,Daniel Cardoso,,,
Wedding Crashers ,https://youtu.be/SF2rMlCnZTs,2021-07-15,,,22:46,242,Barrett Share,Ian Whittington,,,
G.I. Joe: Retaliation ,https://youtu.be/M8_vNcRLRr8,2021-07-20,,,23:23,231,Chris Atkinson,Ian Whittington,Daniel Cardoso,,
Lady in the Water ,https://youtu.be/GD4yxrcwb-0,2021-07-22,,,21:45,125,Chris Atkinson,Jeremy Scott,,,
Horton Hears A Who! ,https://youtu.be/ceJyhSSK0dA,2021-07-27,,,14:58,137,Jeremy Scott,Aaron Dicer,,,
Mortal Kombat (2021) ,https://youtu.be/cVMHzwVENBc,2021-07-29,,,26:52,255,Chris Atkinson,Barrett Share,,,
